timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/02 17:51:33.399,1320.0,9251.0,101.45
2026/06/02 17:51:33.517,1320.0,9251.0,143.76
2026/06/02 17:51:33.635,1320.0,9251.0,143.76
2026/06/02 17:51:33.753,1320.0,9251.0,143.76
2026/06/02 17:51:33.871,1320.0,9251.0,143.76
2026/06/02 17:51:33.995,1320.0,9251.0,143.76
2026/06/02 17:51:34.113,1320.0,9251.0,191.04
2026/06/02 17:51:34.232,1320.0,9251.0,191.04
2026/06/02 17:51:34.353,1320.0,9251.0,191.04
2026/06/02 17:51:34.472,1320.0,9251.0,191.04
2026/06/02 17:51:34.592,1320.0,9251.0,206.58
2026/06/02 17:51:34.710,1320.0,9251.0,206.58
2026/06/02 17:51:34.828,1320.0,9251.0,206.58
2026/06/02 17:51:34.948,1320.0,9251.0,206.58
2026/06/02 17:51:35.067,1320.0,9251.0,206.89
2026/06/02 17:51:35.192,1320.0,9251.0,206.89
2026/06/02 17:51:35.312,1320.0,9251.0,206.89
2026/06/02 17:51:35.430,1320.0,9251.0,206.89
2026/06/02 17:51:35.549,1320.0,9251.0,207.13
2026/06/02 17:51:35.667,1320.0,9251.0,207.13
2026/06/02 17:51:35.786,1320.0,9251.0,207.13
2026/06/02 17:51:35.903,1320.0,9251.0,207.13
2026/06/02 17:51:36.021,1320.0,9251.0,207.15
2026/06/02 17:51:36.140,1320.0,9251.0,207.15
2026/06/02 17:51:36.258,1320.0,9251.0,207.15
2026/06/02 17:51:36.375,1320.0,9251.0,207.15
2026/06/02 17:51:36.494,1320.0,9251.0,207.15
2026/06/02 17:51:36.614,1320.0,9251.0,207.31
2026/06/02 17:51:36.736,1320.0,9251.0,207.31
2026/06/02 17:51:36.854,1320.0,9251.0,207.31
2026/06/02 17:51:36.972,1320.0,9251.0,207.31
2026/06/02 17:51:37.090,1320.0,9251.0,207.36
2026/06/02 17:51:37.207,1320.0,9251.0,207.36
2026/06/02 17:51:37.326,1320.0,9251.0,207.36
2026/06/02 17:51:37.449,1320.0,9251.0,207.36
2026/06/02 17:51:37.567,1320.0,9251.0,207.44
2026/06/02 17:51:37.686,1320.0,9251.0,207.44
2026/06/02 17:51:37.805,1320.0,9251.0,207.44
2026/06/02 17:51:37.923,1320.0,9251.0,207.44
2026/06/02 17:51:38.043,1320.0,9251.0,207.34
2026/06/02 17:51:38.163,1320.0,9251.0,207.34
2026/06/02 17:51:38.281,1320.0,9251.0,207.34
2026/06/02 17:51:38.400,1320.0,9251.0,207.34
2026/06/02 17:51:38.518,1320.0,9251.0,207.33
2026/06/02 17:51:38.641,1320.0,9251.0,207.33
2026/06/02 17:51:38.759,1320.0,9251.0,207.33
2026/06/02 17:51:38.877,1320.0,9251.0,207.33
2026/06/02 17:51:38.996,1320.0,9251.0,207.33
2026/06/02 17:51:39.113,1320.0,9251.0,207.51
2026/06/02 17:51:39.233,1320.0,9251.0,207.51
2026/06/02 17:51:39.354,1320.0,9251.0,207.51
2026/06/02 17:51:39.474,1320.0,9251.0,207.51
2026/06/02 17:51:39.594,1320.0,9251.0,207.25
2026/06/02 17:51:39.714,1320.0,9251.0,207.25
2026/06/02 17:51:39.833,1320.0,9251.0,207.25
2026/06/02 17:51:39.951,1320.0,9251.0,207.25
2026/06/02 17:51:40.069,1320.0,9251.0,207.12
2026/06/02 17:51:40.188,1320.0,9251.0,207.12
2026/06/02 17:51:40.308,1320.0,9251.0,207.12
2026/06/02 17:51:40.427,1320.0,9251.0,207.12
2026/06/02 17:51:40.549,1320.0,9251.0,207.36
2026/06/02 17:51:40.668,1320.0,9251.0,207.36
2026/06/02 17:51:40.788,1320.0,9251.0,207.36
