timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/03 21:30:59.032,1470.0,9251.0,143.92
2026/06/03 21:30:59.154,1470.0,9251.0,154.74
2026/06/03 21:30:59.275,1470.0,9251.0,165.64
2026/06/03 21:30:59.396,1470.0,9251.0,176.55
2026/06/03 21:30:59.519,1470.0,9251.0,187.67
2026/06/03 21:30:59.642,1470.0,9251.0,210.34
2026/06/03 21:30:59.763,1470.0,9251.0,221.88
2026/06/03 21:30:59.885,1470.0,9251.0,226.91
2026/06/03 21:31:00.008,1470.0,9251.0,227.33
2026/06/03 21:31:00.132,1470.0,9251.0,227.93
2026/06/03 21:31:00.255,1470.0,9251.0,227.96
2026/06/03 21:31:00.376,1470.0,9251.0,227.93
2026/06/03 21:31:00.497,1470.0,9251.0,227.97
2026/06/03 21:31:00.620,1470.0,9251.0,228.02
2026/06/03 21:31:00.744,1470.0,9251.0,228.14
2026/06/03 21:31:00.866,1470.0,9251.0,228.07
2026/06/03 21:31:00.988,1470.0,9251.0,228.31
2026/06/03 21:31:01.109,1470.0,9251.0,228.21
2026/06/03 21:31:01.232,1470.0,9251.0,228.06
2026/06/03 21:31:01.352,1470.0,9251.0,228.16
2026/06/03 21:31:01.475,1470.0,9251.0,228.35
2026/06/03 21:31:01.597,1470.0,9251.0,228.33
2026/06/03 21:31:01.718,1470.0,9251.0,228.35
2026/06/03 21:31:01.841,1470.0,9251.0,228.49
2026/06/03 21:31:01.966,1470.0,9251.0,228.48
2026/06/03 21:31:02.091,1470.0,9251.0,228.55
2026/06/03 21:31:02.214,1470.0,9251.0,228.52
2026/06/03 21:31:02.335,1470.0,9251.0,228.75
2026/06/03 21:31:02.457,1470.0,9251.0,228.81
2026/06/03 21:31:02.578,1470.0,9251.0,228.62
2026/06/03 21:31:02.699,1470.0,9251.0,228.69
2026/06/03 21:31:02.820,1470.0,9251.0,228.6
2026/06/03 21:31:02.943,1470.0,9251.0,228.55
2026/06/03 21:31:03.066,1470.0,9251.0,228.53
2026/06/03 21:31:03.188,1470.0,9251.0,228.5
2026/06/03 21:31:03.309,1470.0,9251.0,228.52
2026/06/03 21:31:03.430,1470.0,9251.0,228.65
2026/06/03 21:31:03.553,1470.0,9251.0,228.59
2026/06/03 21:31:03.675,1470.0,9251.0,228.62
2026/06/03 21:31:03.796,1470.0,9251.0,228.68
2026/06/03 21:31:03.917,1470.0,9251.0,228.7
2026/06/03 21:31:04.037,1470.0,9251.0,228.92
2026/06/03 21:31:04.160,1470.0,9251.0,229.05
2026/06/03 21:31:04.284,1470.0,9251.0,229.09
2026/06/03 21:31:04.406,1470.0,9251.0,228.85
2026/06/03 21:31:04.528,1470.0,9251.0,228.86
2026/06/03 21:31:04.651,1470.0,9251.0,228.92
2026/06/03 21:31:04.774,1470.0,9251.0,228.99
2026/06/03 21:31:04.896,1470.0,9251.0,228.94
2026/06/03 21:31:05.017,1470.0,9251.0,228.95
2026/06/03 21:31:05.142,1470.0,9251.0,228.82
2026/06/03 21:31:05.265,1470.0,9251.0,228.74
2026/06/03 21:31:05.385,1470.0,9251.0,228.82
2026/06/03 21:31:05.508,1470.0,9251.0,228.97
2026/06/03 21:31:05.629,1470.0,9251.0,228.9
2026/06/03 21:31:05.753,1470.0,9251.0,228.92
2026/06/03 21:31:05.876,1470.0,9251.0,228.85
2026/06/03 21:31:06.001,1470.0,9251.0,228.85
2026/06/03 21:31:06.122,1470.0,9251.0,228.99
2026/06/03 21:31:06.243,1470.0,9251.0,228.89
2026/06/03 21:31:06.365,1470.0,9251.0,228.96
2026/06/03 21:31:06.487,1470.0,9251.0,228.91
2026/06/03 21:31:06.610,1470.0,9251.0,229.08
2026/06/03 21:31:06.735,1470.0,9251.0,229.09
2026/06/03 21:31:06.859,1470.0,9251.0,229.1
2026/06/03 21:31:06.981,1470.0,9251.0,229.13
2026/06/03 21:31:07.105,1470.0,9251.0,229.16
2026/06/03 21:31:07.227,1470.0,9251.0,229.03
2026/06/03 21:31:07.350,1470.0,9251.0,229.02
2026/06/03 21:31:07.472,1470.0,9251.0,229.01
2026/06/03 21:31:07.593,1470.0,9251.0,228.63
2026/06/03 21:31:07.716,1470.0,9251.0,228.71
2026/06/03 21:31:07.840,1470.0,9251.0,228.73
2026/06/03 21:31:07.963,1470.0,9251.0,228.62
2026/06/03 21:31:08.084,1470.0,9251.0,228.76
2026/06/03 21:31:08.205,1470.0,9251.0,228.68
2026/06/03 21:31:08.327,1470.0,9251.0,228.9
2026/06/03 21:31:08.449,1470.0,9251.0,228.88
2026/06/03 21:31:08.573,1470.0,9251.0,228.89
2026/06/03 21:31:08.695,1470.0,9251.0,229.17
2026/06/03 21:31:08.817,1470.0,9251.0,229.13
2026/06/03 21:31:08.938,1470.0,9251.0,229.15
2026/06/03 21:31:09.060,1470.0,9251.0,229.14
2026/06/03 21:31:09.181,1470.0,9251.0,229.09
2026/06/03 21:31:09.304,1470.0,9251.0,229.08
2026/06/03 21:31:09.428,1470.0,9251.0,228.99
2026/06/03 21:31:09.549,1470.0,9251.0,229.08
2026/06/03 21:31:09.671,1470.0,9251.0,229.08
2026/06/03 21:31:09.791,1470.0,9251.0,229.27
2026/06/03 21:31:09.915,1470.0,9251.0,229.22
2026/06/03 21:31:10.038,1470.0,9251.0,229.39
2026/06/03 21:31:10.159,1470.0,9251.0,229.45
2026/06/03 21:31:10.281,1470.0,9251.0,229.52
2026/06/03 21:31:10.402,1470.0,9251.0,229.56
2026/06/03 21:31:10.524,1470.0,9251.0,229.6
2026/06/03 21:31:10.644,1470.0,9251.0,229.59
2026/06/03 21:31:10.766,1470.0,9251.0,229.15
2026/06/03 21:31:10.890,1470.0,9251.0,229.09
2026/06/03 21:31:11.013,1470.0,9251.0,228.93
2026/06/03 21:31:11.135,1470.0,9251.0,228.84
2026/06/03 21:31:11.256,1470.0,9251.0,228.88
2026/06/03 21:31:11.380,1470.0,9251.0,228.76
