timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/03 21:22:47.915,1170.0,9251.0,127.54
2026/06/03 21:22:48.036,1170.0,9251.0,145.09
2026/06/03 21:22:48.160,1170.0,9251.0,154.0
2026/06/03 21:22:48.281,1170.0,9251.0,162.75
2026/06/03 21:22:48.402,1170.0,9251.0,171.99
2026/06/03 21:22:48.524,1170.0,9251.0,190.74
2026/06/03 21:22:48.646,1170.0,9251.0,199.03
2026/06/03 21:22:48.767,1170.0,9251.0,200.68
2026/06/03 21:22:48.888,1170.0,9251.0,200.93
2026/06/03 21:22:49.010,1170.0,9251.0,201.28
2026/06/03 21:22:49.130,1185.0,9251.0,201.51
2026/06/03 21:22:49.253,1185.0,9251.0,201.52
2026/06/03 21:22:49.375,1185.0,9251.0,201.72
2026/06/03 21:22:49.497,1185.0,9251.0,201.64
2026/06/03 21:22:49.617,1185.0,9251.0,201.67
2026/06/03 21:22:49.740,1185.0,9251.0,201.57
2026/06/03 21:22:49.863,1185.0,9251.0,201.63
2026/06/03 21:22:49.983,1185.0,9251.0,201.66
2026/06/03 21:22:50.105,1185.0,9251.0,201.76
2026/06/03 21:22:50.226,1185.0,9251.0,201.73
2026/06/03 21:22:50.345,1185.0,9251.0,201.55
2026/06/03 21:22:50.466,1185.0,9251.0,201.58
2026/06/03 21:22:50.589,1185.0,9251.0,201.67
2026/06/03 21:22:50.714,1185.0,9251.0,201.77
2026/06/03 21:22:50.834,1185.0,9251.0,201.78
2026/06/03 21:22:50.957,1185.0,9251.0,201.74
2026/06/03 21:22:51.078,1185.0,9251.0,201.72
2026/06/03 21:22:51.199,1185.0,9251.0,201.66
2026/06/03 21:22:51.320,1185.0,9251.0,201.74
2026/06/03 21:22:51.441,1185.0,9251.0,201.91
2026/06/03 21:22:51.561,1185.0,9251.0,201.87
2026/06/03 21:22:51.682,1185.0,9251.0,201.86
2026/06/03 21:22:51.805,1185.0,9251.0,201.96
2026/06/03 21:22:51.927,1185.0,9251.0,201.97
2026/06/03 21:22:52.049,1185.0,9251.0,202.01
2026/06/03 21:22:52.173,1185.0,9251.0,202.06
2026/06/03 21:22:52.295,1185.0,9251.0,202.03
2026/06/03 21:22:52.415,1185.0,9251.0,202.0
2026/06/03 21:22:52.537,1185.0,9251.0,202.07
2026/06/03 21:22:52.658,1185.0,9251.0,202.13
2026/06/03 21:22:52.781,1185.0,9251.0,202.12
2026/06/03 21:22:52.902,1185.0,9251.0,202.02
2026/06/03 21:22:53.023,1185.0,9251.0,202.02
2026/06/03 21:22:53.143,1185.0,9251.0,202.0
2026/06/03 21:22:53.266,1185.0,9251.0,201.98
2026/06/03 21:22:53.388,1185.0,9251.0,201.97
2026/06/03 21:22:53.509,1185.0,9251.0,201.96
2026/06/03 21:22:53.629,1185.0,9251.0,201.95
2026/06/03 21:22:53.752,1185.0,9251.0,201.96
2026/06/03 21:22:53.874,1185.0,9251.0,201.74
2026/06/03 21:22:53.997,1185.0,9251.0,201.77
2026/06/03 21:22:54.118,1185.0,9251.0,201.84
2026/06/03 21:22:54.239,1185.0,9251.0,201.88
2026/06/03 21:22:54.360,1185.0,9251.0,201.88
2026/06/03 21:22:54.481,1185.0,9251.0,201.94
2026/06/03 21:22:54.603,1185.0,9251.0,202.0
2026/06/03 21:22:54.724,1185.0,9251.0,201.98
2026/06/03 21:22:54.845,1185.0,9251.0,201.99
2026/06/03 21:22:54.967,1185.0,9251.0,202.16
2026/06/03 21:22:55.090,1185.0,9251.0,202.16
2026/06/03 21:22:55.212,1185.0,9251.0,202.05
2026/06/03 21:22:55.334,1185.0,9251.0,202.04
2026/06/03 21:22:55.454,1185.0,9251.0,202.01
2026/06/03 21:22:55.578,1185.0,9251.0,201.99
2026/06/03 21:22:55.702,1185.0,9251.0,201.98
2026/06/03 21:22:55.825,1185.0,9251.0,201.92
2026/06/03 21:22:55.946,1185.0,9251.0,201.97
2026/06/03 21:22:56.068,1185.0,9251.0,201.96
2026/06/03 21:22:56.190,1185.0,9251.0,201.94
