timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/03 21:23:14.449,1185.0,9251.0,130.97
2026/06/03 21:23:14.572,1185.0,9251.0,139.73
2026/06/03 21:23:14.692,1185.0,9251.0,148.64
2026/06/03 21:23:14.813,1185.0,9251.0,166.64
2026/06/03 21:23:14.934,1185.0,9251.0,175.95
2026/06/03 21:23:15.057,1185.0,9251.0,185.39
2026/06/03 21:23:15.180,1185.0,9251.0,194.75
2026/06/03 21:23:15.301,1185.0,9251.0,201.09
2026/06/03 21:23:15.424,1185.0,9251.0,202.14
2026/06/03 21:23:15.546,1185.0,9251.0,202.19
2026/06/03 21:23:15.669,1185.0,9251.0,202.42
2026/06/03 21:23:15.792,1185.0,9251.0,202.51
2026/06/03 21:23:15.915,1185.0,9251.0,202.54
2026/06/03 21:23:16.037,1185.0,9251.0,202.53
2026/06/03 21:23:16.160,1185.0,9251.0,202.47
2026/06/03 21:23:16.281,1185.0,9251.0,202.48
2026/06/03 21:23:16.403,1185.0,9251.0,202.62
2026/06/03 21:23:16.523,1185.0,9251.0,202.58
2026/06/03 21:23:16.644,1200.0,9251.0,202.61
2026/06/03 21:23:16.766,1200.0,9251.0,202.52
2026/06/03 21:23:16.887,1200.0,9251.0,202.26
2026/06/03 21:23:17.009,1200.0,9251.0,202.21
2026/06/03 21:23:17.130,1200.0,9251.0,202.19
2026/06/03 21:23:17.250,1200.0,9251.0,202.2
2026/06/03 21:23:17.373,1200.0,9251.0,202.29
2026/06/03 21:23:17.495,1200.0,9251.0,202.23
2026/06/03 21:23:17.616,1200.0,9251.0,202.33
2026/06/03 21:23:17.737,1200.0,9251.0,202.36
2026/06/03 21:23:17.858,1200.0,9251.0,202.36
2026/06/03 21:23:17.980,1200.0,9251.0,202.63
2026/06/03 21:23:18.101,1200.0,9251.0,202.71
2026/06/03 21:23:18.222,1200.0,9251.0,202.73
2026/06/03 21:23:18.345,1200.0,9251.0,202.76
2026/06/03 21:23:18.466,1200.0,9251.0,202.72
2026/06/03 21:23:18.587,1200.0,9251.0,202.7
2026/06/03 21:23:18.708,1200.0,9251.0,202.63
2026/06/03 21:23:18.829,1200.0,9251.0,202.63
2026/06/03 21:23:18.951,1200.0,9251.0,202.63
2026/06/03 21:23:19.072,1200.0,9251.0,202.63
2026/06/03 21:23:19.193,1200.0,9251.0,202.51
2026/06/03 21:23:19.315,1200.0,9251.0,202.5
2026/06/03 21:23:19.438,1200.0,9251.0,202.5
2026/06/03 21:23:19.559,1200.0,9251.0,202.54
2026/06/03 21:23:19.680,1200.0,9251.0,202.55
2026/06/03 21:23:19.800,1200.0,9251.0,202.54
2026/06/03 21:23:19.923,1200.0,9251.0,202.59
2026/06/03 21:23:20.046,1200.0,9251.0,202.65
2026/06/03 21:23:20.169,1200.0,9251.0,202.55
2026/06/03 21:23:20.290,1200.0,9251.0,202.71
2026/06/03 21:23:20.410,1200.0,9251.0,202.42
2026/06/03 21:23:20.533,1200.0,9251.0,202.39
2026/06/03 21:23:20.655,1200.0,9251.0,202.31
2026/06/03 21:23:20.776,1200.0,9251.0,202.37
2026/06/03 21:23:20.897,1200.0,9251.0,202.34
2026/06/03 21:23:21.020,1200.0,9251.0,202.36
2026/06/03 21:23:21.141,1200.0,9251.0,202.43
2026/06/03 21:23:21.262,1200.0,9251.0,202.5
