timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/03 21:14:25.610,900.0,9251.0,132.2
2026/06/03 21:14:25.732,900.0,9251.0,139.47
2026/06/03 21:14:25.855,900.0,9251.0,146.98
2026/06/03 21:14:25.978,900.0,9251.0,154.59
2026/06/03 21:14:26.099,900.0,9251.0,170.17
2026/06/03 21:14:26.220,900.0,9251.0,177.99
2026/06/03 21:14:26.342,900.0,9251.0,182.76
2026/06/03 21:14:26.464,900.0,9251.0,183.02
2026/06/03 21:14:26.585,900.0,9251.0,183.46
2026/06/03 21:14:26.707,900.0,9251.0,183.43
2026/06/03 21:14:26.830,900.0,9251.0,183.63
2026/06/03 21:14:26.952,900.0,9251.0,183.64
2026/06/03 21:14:27.075,900.0,9251.0,183.6
2026/06/03 21:14:27.196,900.0,9251.0,183.7
2026/06/03 21:14:27.319,900.0,9251.0,183.71
2026/06/03 21:14:27.441,900.0,9251.0,183.71
2026/06/03 21:14:27.564,900.0,9251.0,183.76
2026/06/03 21:14:27.686,900.0,9251.0,183.77
2026/06/03 21:14:27.806,900.0,9251.0,183.79
2026/06/03 21:14:27.929,900.0,9251.0,183.73
2026/06/03 21:14:28.051,915.0,9251.0,183.71
2026/06/03 21:14:28.173,915.0,9251.0,183.78
2026/06/03 21:14:28.294,915.0,9251.0,183.85
2026/06/03 21:14:28.414,915.0,9251.0,183.9
2026/06/03 21:14:28.535,915.0,9251.0,183.64
2026/06/03 21:14:28.657,915.0,9251.0,183.69
2026/06/03 21:14:28.778,915.0,9251.0,183.69
2026/06/03 21:14:28.899,915.0,9251.0,183.83
2026/06/03 21:14:29.021,915.0,9251.0,183.89
2026/06/03 21:14:29.144,915.0,9251.0,183.9
2026/06/03 21:14:29.265,915.0,9251.0,183.9
2026/06/03 21:14:29.386,915.0,9251.0,183.85
2026/06/03 21:14:29.508,915.0,9251.0,183.89
2026/06/03 21:14:29.630,915.0,9251.0,184.15
2026/06/03 21:14:29.751,915.0,9251.0,184.14
2026/06/03 21:14:29.874,915.0,9251.0,184.19
2026/06/03 21:14:29.997,915.0,9251.0,184.15
2026/06/03 21:14:30.120,915.0,9251.0,184.07
2026/06/03 21:14:30.243,915.0,9251.0,184.1
2026/06/03 21:14:30.366,915.0,9251.0,184.1
2026/06/03 21:14:30.488,915.0,9251.0,184.04
2026/06/03 21:14:30.611,915.0,9251.0,184.03
2026/06/03 21:14:30.733,915.0,9251.0,184.01
2026/06/03 21:14:30.855,915.0,9251.0,184.0
2026/06/03 21:14:30.977,915.0,9251.0,183.98
2026/06/03 21:14:31.100,915.0,9251.0,183.97
2026/06/03 21:14:31.223,915.0,9251.0,184.0
2026/06/03 21:14:31.346,915.0,9251.0,184.03
2026/06/03 21:14:31.466,915.0,9251.0,184.07
2026/06/03 21:14:31.586,915.0,9251.0,184.21
2026/06/03 21:14:31.709,915.0,9251.0,184.15
2026/06/03 21:14:31.833,915.0,9251.0,184.18
2026/06/03 21:14:31.954,915.0,9251.0,184.2
2026/06/03 21:14:32.077,915.0,9251.0,184.2
2026/06/03 21:14:32.198,915.0,9251.0,184.24
2026/06/03 21:14:32.320,915.0,9251.0,184.24
2026/06/03 21:14:32.442,915.0,9251.0,184.21
2026/06/03 21:14:32.563,915.0,9251.0,184.2
2026/06/03 21:14:32.684,915.0,9251.0,183.95
2026/06/03 21:14:32.805,915.0,9251.0,184.03
2026/06/03 21:14:32.926,915.0,9251.0,183.99
2026/06/03 21:14:33.049,915.0,9251.0,183.98
2026/06/03 21:14:33.171,915.0,9251.0,183.92
2026/06/03 21:14:33.294,915.0,9251.0,183.95
2026/06/03 21:14:33.417,915.0,9251.0,184.0
2026/06/03 21:14:33.538,915.0,9251.0,184.0
2026/06/03 21:14:33.659,915.0,9251.0,183.99
2026/06/03 21:14:33.782,915.0,9251.0,184.11
2026/06/03 21:14:33.904,915.0,9251.0,184.13
2026/06/03 21:14:34.025,915.0,9251.0,184.16
2026/06/03 21:14:34.146,915.0,9251.0,184.19
2026/06/03 21:14:34.267,915.0,9251.0,184.27
2026/06/03 21:14:34.388,915.0,9251.0,184.22
