timestamp,graphics_clock_mhz,memory_clock_mhz,power_w
2026/06/03 22:23:43.614,1695.0,9251.0,172.04
2026/06/03 22:23:43.738,1695.0,9251.0,186.34
2026/06/03 22:23:43.860,1695.0,9251.0,200.51
2026/06/03 22:23:43.981,1695.0,9251.0,214.84
2026/06/03 22:23:44.102,1695.0,9251.0,244.09
2026/06/03 22:23:44.223,1695.0,9251.0,258.94
2026/06/03 22:23:44.346,1695.0,9251.0,269.6
2026/06/03 22:23:44.469,1695.0,9251.0,271.36
2026/06/03 22:23:44.592,1695.0,9251.0,272.23
2026/06/03 22:23:44.712,1695.0,9251.0,272.59
2026/06/03 22:23:44.833,1695.0,9251.0,272.67
2026/06/03 22:23:44.954,1695.0,9251.0,272.86
2026/06/03 22:23:45.075,1695.0,9251.0,273.04
2026/06/03 22:23:45.196,1695.0,9251.0,273.06
2026/06/03 22:23:45.318,1695.0,9251.0,273.47
2026/06/03 22:23:45.439,1695.0,9251.0,273.54
2026/06/03 22:23:45.561,1695.0,9251.0,273.27
2026/06/03 22:23:45.683,1695.0,9251.0,273.11
2026/06/03 22:23:45.804,1695.0,9251.0,273.21
2026/06/03 22:23:45.925,1695.0,9251.0,273.27
2026/06/03 22:23:46.049,1695.0,9251.0,273.2
2026/06/03 22:23:46.173,1695.0,9251.0,273.2
2026/06/03 22:23:46.296,1695.0,9251.0,273.11
2026/06/03 22:23:46.417,1695.0,9251.0,273.11
2026/06/03 22:23:46.538,1695.0,9251.0,273.22
2026/06/03 22:23:46.660,1695.0,9251.0,273.47
2026/06/03 22:23:46.782,1695.0,9251.0,273.74
2026/06/03 22:23:46.906,1695.0,9251.0,273.81
2026/06/03 22:23:47.028,1695.0,9251.0,273.8
2026/06/03 22:23:47.150,1695.0,9251.0,273.88
2026/06/03 22:23:47.271,1695.0,9251.0,273.78
2026/06/03 22:23:47.391,1695.0,9251.0,273.97
2026/06/03 22:23:47.514,1695.0,9251.0,274.07
2026/06/03 22:23:47.635,1695.0,9251.0,274.01
2026/06/03 22:23:47.756,1695.0,9251.0,274.18
2026/06/03 22:23:47.878,1695.0,9251.0,274.14
2026/06/03 22:23:47.998,1695.0,9251.0,274.14
2026/06/03 22:23:48.120,1695.0,9251.0,274.24
2026/06/03 22:23:48.241,1695.0,9251.0,274.03
2026/06/03 22:23:48.365,1695.0,9251.0,274.0
2026/06/03 22:23:48.487,1695.0,9251.0,273.75
2026/06/03 22:23:48.608,1695.0,9251.0,273.14
2026/06/03 22:23:48.729,1695.0,9251.0,272.83
2026/06/03 22:23:48.850,1695.0,9251.0,272.63
2026/06/03 22:23:48.972,1695.0,9251.0,272.42
2026/06/03 22:23:49.096,1695.0,9251.0,272.27
2026/06/03 22:23:49.219,1695.0,9251.0,272.22
2026/06/03 22:23:49.342,1695.0,9251.0,272.5
2026/06/03 22:23:49.463,1695.0,9251.0,272.69
2026/06/03 22:23:49.584,1695.0,9251.0,273.0
2026/06/03 22:23:49.704,1695.0,9251.0,273.65
2026/06/03 22:23:49.826,1695.0,9251.0,274.08
2026/06/03 22:23:49.948,1695.0,9251.0,274.33
2026/06/03 22:23:50.069,1695.0,9251.0,274.69
2026/06/03 22:23:50.190,1695.0,9251.0,274.67
2026/06/03 22:23:50.312,1695.0,9251.0,274.54
2026/06/03 22:23:50.435,1695.0,9251.0,274.44
2026/06/03 22:23:50.559,1695.0,9251.0,274.45
2026/06/03 22:23:50.681,1695.0,9251.0,274.34
2026/06/03 22:23:50.805,1695.0,9251.0,274.29
2026/06/03 22:23:50.928,1695.0,9251.0,274.0
2026/06/03 22:23:51.050,1695.0,9251.0,273.65
2026/06/03 22:23:51.172,1695.0,9251.0,273.47
2026/06/03 22:23:51.293,1695.0,9251.0,273.55
2026/06/03 22:23:51.415,1695.0,9251.0,273.71
2026/06/03 22:23:51.536,1695.0,9251.0,273.68
2026/06/03 22:23:51.657,1695.0,9251.0,273.12
2026/06/03 22:23:51.780,1695.0,9251.0,272.99
2026/06/03 22:23:51.902,1695.0,9251.0,272.95
2026/06/03 22:23:52.023,1695.0,9251.0,273.22
2026/06/03 22:23:52.144,1695.0,9251.0,273.32
2026/06/03 22:23:52.266,1695.0,9251.0,273.43
2026/06/03 22:23:52.389,1695.0,9251.0,273.41
2026/06/03 22:23:52.511,1695.0,9251.0,273.44
2026/06/03 22:23:52.633,1695.0,9251.0,273.52
2026/06/03 22:23:52.756,1695.0,9251.0,273.96
